,Name,Url,County,Sites,Average_rent,Unnamed: 0,FullstreetAddress,Latitude,Longitude
979,Freeland Mobile Home Park,https://www.mhvillage.com/parks/593, Saginaw ,122,270,1008,"10340 Midland Road, Freeland, MI, 48623",43.50701,-84.16247
980,Falconview Estates,https://www.mhvillage.com/parks/15952, Saginaw ,179,415,1000,"9645 Meadowlark, Freeland, MI, 48623",43.50701,-84.16247
981,Lawndale Estates,https://www.mhvillage.com/parks/15331, Saginaw ,667,367,1001,"4509 Longmeadow Blvd W, Saginaw, MI, 48603",43.47308,-84.04161
982,Birch Forest Manufactured Housing Community,https://www.mhvillage.com/parks/15326, Saginaw ,103,N/A,1002,"1 Big Bear, Birch Run, MI, 48415",43.27871,-83.80726
983,Saginaw Valley Mobile Home Park,https://www.mhvillage.com/parks/15553, Saginaw ,179,N/A,1003,"6160 Davis Road, Saginaw, MI, 48604",43.49612,-83.95579
984,Robin Glen,https://www.mhvillage.com/parks/15551, Saginaw ,505,350,1004,"5720 East Washington Road, Saginaw, MI, 48601",43.41401,-83.92621
985,Lakeview Estates on Lawndale,https://www.mhvillage.com/parks/43135, Saginaw ,122,340,1005,"4231 Lawndale Road, Saginaw, MI, 48603",43.46935,-84.03448
986,Birchwood Farms,https://www.mhvillage.com/parks/15932, Saginaw ,143,N/A,1006,"8057 Birchwood Drive, Birch Run, MI, 48415",43.27871,-83.80726
987,Edgewood Village Mobile Home Community,https://www.mhvillage.com/parks/15892, Saginaw ,198,385,1007,"1490 South Graham Road, Saginaw, MI, 48609",43.403,-84.07321
988,Peachtree Manor,https://www.mhvillage.com/parks/15458, Saginaw ,86,325,1010,"7575 Dixie Highway, Bridgeport, MI, 48722",43.3432,-83.84325
989,Stoddard Mobile Court,https://www.mhvillage.com/parks/15327, Saginaw ,125,N/A,1012,"16940 South Oakley Road, Chesaning, MI, 48616",43.19782,-84.13047
990,Thomas Crossings,https://www.mhvillage.com/parks/103519, Saginaw ,43,350,1013,"1723 Cranberry Lake Cir, Saginaw, MI, 48609",43.403,-84.07321
991,Burt Estates,https://www.mhvillage.com/parks/15330, Saginaw ,112,N/A,1015,"11324 East Road, Burt, MI, 48417",43.26405,-83.94485
992,Kris Kay Mobile Home Park,https://www.mhvillage.com/parks/15332, Saginaw ,302,N/A,1016,"1800 Graham Road, Saginaw, MI, 48609",43.403,-84.07321
993,Birch Run Mobile Home Park,https://www.mhvillage.com/parks/15559, Saginaw ,50,N/A,1017,"10670 Dixie Highway, Birch Run, MI, 48415",43.27871,-83.80726
994,Saginaw Villas,https://www.mhvillage.com/parks/15328, Saginaw ,469,N/A,1018,"4141 Dixie Highway, Saginaw, MI, 48601",43.41401,-83.92621
995,Pleasant Valley Estates,https://www.mhvillage.com/parks/15329, Saginaw ,220,300,1019,"16105 Doyle Road, Hemlock, MI, 48626",43.40693,-84.2362
996,Bridgeport Mobile Home Park,https://www.mhvillage.com/parks/15557, Saginaw ,N/A,N/A,1020,"5948 Dixie Highway, Saginaw, MI, 48601",43.41401,-83.92621
997,Evergreen Trailer Park,https://www.mhvillage.com/parks/15552, Saginaw ,N/A,N/A,1021,"614 Owosso Street, Chesaning, MI, 48616",43.19782,-84.13047
998,St. Clair Place,https://www.mhvillage.com/parks/15504, Saint Clair ,100,625,1027,"2700 Cox Road, Saint Clair, MI, 48079",42.85563,-82.5461
999,The Lakes Estates,https://www.mhvillage.com/parks/15987, Saint Clair ,254,N/A,1029,"5901 Lapeer Road, Kimball, MI, 48074",42.94735,-82.57144
1000,The Shores of Anchor Bay,https://www.mhvillage.com/parks/15512, Saint Clair ,659,369,1031,"7061 Bethuy Road, Fair Haven, MI, 48023",42.72154,-82.71075
1001,Pinewood on the Lake,https://www.mhvillage.com/parks/421, Saint Clair ,380,N/A,1032,"2109 Redwood Avenue, Columbus, MI, 48063",42.83795,-82.6648
1002,Admirals Cove Senior Living,https://www.mhvillage.com/parks/106208, Saint Clair ,500,N/A,1033,"10470 Dixie Hwy, Fair Haven, MI, 48023",42.69016,-82.70127
1003,Shangri La Mobile Home Community,https://www.mhvillage.com/parks/15324, Saint Clair ,270,360,1036,"6900 South River Road, Marine City, MI, 48039",42.69406,-82.54969
1004,Channel View,https://www.mhvillage.com/parks/15713, Saint Clair ,303,470,1023,"5150 Taft Road, Clay Township, MI, 48001",42.63062,-82.57803
1005,Indian Trail North,https://www.mhvillage.com/parks/319, Saint Clair ,496,390,1039,"3650 Metcalf Road, Burtchville, MI, 48059",43.08691,-82.50022
1006,Hunters Crossing,https://www.mhvillage.com/parks/30614, Saint Clair ,114,324,1040,"150 Hunters Crossing Boulevard, Capac, MI, 48014",43.0258,-82.93776
1007,Algonac Mobile Home Park,https://www.mhvillage.com/parks/15513, Saint Clair ,30,332,1042,"3812 Pointe Tremble Road, Algonac, MI, 48001",42.63516,-82.58246
1008,Marysville Senior Living,https://www.mhvillage.com/parks/321, Saint Clair ,230,N/A,1043,"3333 Ravenswood Road, Marysville, MI, 48040",42.93655,-82.46486
1029,Colonial Estates Mobile Home Park,https://www.mhvillage.com/parks/15696, Saint Joseph ,112,486,1045,"501 Us Highway 131 North, White Pigeon, MI, 49099",41.80159,-85.6618
1030,Klines Resort,https://www.mhvillage.com/parks/468, Saint Joseph ,244,432,1046,"22260 Klines Resort Road, Three Rivers, MI, 49093",42.04843,-85.52378
1031,Meadow Lane Village,https://www.mhvillage.com/parks/507, Saint Joseph ,127,390,1047,"614 13th Street, Three Rivers, MI, 49093",41.93812,-85.61865
1032,Memory Lane Mobile Home Park,https://www.mhvillage.com/parks/510, Saint Joseph ,227,380,1048,"25039 West Us 12, Sturgis, MI, 49091",41.79494,-85.46631
1033,River Run Estates,https://www.mhvillage.com/parks/15944, Saint Joseph ,60,325,1049,"800 East Hoffman Street, Three Rivers, MI, 49093",41.97611,-85.63896
1034,Sturgis Commons,https://www.mhvillage.com/parks/111198, Saint Joseph ,21,250,1050,"960 W Chicago St, Sturgis, MI, 49091",41.7974,-85.43202
1035,Sweet Lake Mobile Home Park,https://www.mhvillage.com/parks/15700, Saint Joseph ,48,410,1051,"31004 East Chicago Road, Sturgis, MI, 49091",41.8426,-85.43596
1036,Washburn Lake Village MHC,https://www.mhvillage.com/parks/15693, Saint Joseph ,42,245,1052,"59502 Long Lake Road, Colon, MI, 49040",41.98217,-85.34158
1037,Village Mobile Home Court,https://www.mhvillage.com/parks/15702, Saint Joseph ,82,325,1054,"121 South Erie Street, Three Rivers, MI, 49093",41.97611,-85.63896
1038,Michiana Mobile Home Park,https://www.mhvillage.com/parks/15699, Saint Joseph ,38,N/A,1055,"231 1st St, Sturgis, MI, 49091",41.80088,-85.42926
1039,River Forest Mobile Home Park,https://www.mhvillage.com/parks/15694, Saint Joseph ,56,N/A,1056,"19013 Fawn River Road, White Pigeon, MI, 49099",41.79712,-85.67925
1040,Golden Pond Mobile Home Park,https://www.mhvillage.com/parks/506, Saint Joseph ,39,N/A,1057,"61600 Youngman Road, Three Rivers, MI, 49093",41.97611,-85.63896
1041,Hickory Lane Mobile Home Park,https://www.mhvillage.com/parks/15695, Saint Joseph ,32,N/A,1058,"14809 West M-60, Three Rivers, MI, 49093",41.97611,-85.63896
1042,River's Edge Mobile Home Community,https://www.mhvillage.com/parks/15697, Saint Joseph ,76,220,1059,"135 North Jane Street, Centreville, MI, 49032",41.92322,-85.52973
1043,Camp Withers Mobile Home Park,https://www.mhvillage.com/parks/15698, Saint Joseph ,N/A,N/A,1060,"15717 Withers Road, Constantine, MI, 49042",41.85222,-85.66766
1044,Midway Mobile Home Park,https://www.mhvillage.com/parks/15701, Saint Joseph ,N/A,N/A,1061,"920 West Chicago, Sturgis, MI, 49091",41.8426,-85.43596
1045,Rocky's Hide Away,https://www.mhvillage.com/parks/66109, Saint Joseph ,N/A,N/A,1062,"Born Street, Three Rivers, MI, 49093",41.97611,-85.63896
1046,Huron Shores Estates,https://www.mhvillage.com/parks/15584, Sanilac ,189,N/A,1063,"144 Shoreline East, Port Sanilac, MI, 48469",43.45362,-82.55642
1047,Eagles Landing Estates,https://www.mhvillage.com/parks/15896, Sanilac ,350,348,1064,"2335 Peck Road, Croswell, MI, 48422",43.25701,-82.64868
1048,Lakeview Manufactured Home Community,https://www.mhvillage.com/parks/15646, Sanilac ,45,N/A,1065,"5767 Main Street, Lexington, MI, 48450",43.2624,-82.53023
1049,Country Hill Pines,https://www.mhvillage.com/parks/15650, Sanilac ,97,400,1066,"3997 Peck Road, Croswell, MI, 48422",43.25701,-82.64868
1050,Croswell Estates Mobile Home Park,https://www.mhvillage.com/parks/15645, Sanilac ,46,N/A,1067,"20 Black River Road, Croswell, MI, 48422",43.27129,-82.63007
1051,Lexington North Shore Mobile Home Community,https://www.mhvillage.com/parks/15647, Sanilac ,228,489,1068,"5203 Main Street, Lexington, MI, 48450",43.25623,-82.53776
1052,Deckerville Estates,https://www.mhvillage.com/parks/15644, Sanilac ,43,N/A,1069,"2451 Black River Street, Deckerville, MI, 48427",43.52664,-82.73705
1053,Huron Bay Resort,https://www.mhvillage.com/parks/15950, Sanilac ,60,N/A,1070,"2545 South Lakeshore Drive, Applegate, MI, 48401",43.34503,-82.66988
1054,Mapleview Estates,https://www.mhvillage.com/parks/15901, Sanilac ,124,N/A,1072,"7120 Maple View Circle, Brown City, MI, 48416",43.2269,-82.98934
1055,Sandpiper Estates Co-op,https://www.mhvillage.com/parks/15649, Sanilac ,90,N/A,1073,"6103 Lakeshore Road, Lexington, MI, 48450",43.25623,-82.53776
1056,Pine Terrace Estates,https://www.mhvillage.com/parks/15651, Sanilac ,56,N/A,1074,"2236 Van Dyke Road, Marlette, MI, 48453",43.35645,-83.00265
1057,Marlette Subdivision,https://www.mhvillage.com/parks/16045, Sanilac ,N/A,N/A,1075,"Lilac Dr, Marlette, MI, 48453",43.35645,-83.00265
1058,Countryside Village,https://www.mhvillage.com/parks/381, Shiawassee ,359,445,1078,"4600 West Britton Road, Perry, MI, 48872",42.79956,-84.20716
1059,Candlewick Court,https://www.mhvillage.com/parks/383, Shiawassee ,211,N/A,1077,"1800 Candlewick Drive, Owosso, MI, 48867",42.98324,-84.18965
1060,Holiday Shores RV Resort,https://www.mhvillage.com/parks/64592, Shiawassee ,615,205,1079,"10915 East Goodall Road, Durand, MI, 48429",42.89658,-84.00732
1061,Lakeview Estates,https://www.mhvillage.com/parks/327, Shiawassee ,239,385,1080,"8499 East M-71, Durand, MI, 48429",42.89658,-84.00732
1062,Leisure Lake,https://www.mhvillage.com/parks/15990, Shiawassee ,425,N/A,1081,"10001 East Goodall Road, Durand, MI, 48429",42.89658,-84.00732
1063,Morrice Meadows,https://www.mhvillage.com/parks/15983, Shiawassee ,102,497,1083,"335 E. Third St, Morrice, MI, 48857",42.83946,-84.1719
1064,Woods & Fields Communities - West,https://www.mhvillage.com/parks/39603, Shiawassee ,72,300,1084,"2627 West M 21, Owosso, MI, 48867",42.9963,-84.17578
1065,Country Manor,https://www.mhvillage.com/parks/377, Shiawassee ,44,N/A,1085,"5649 Vernon Road, Durand, MI, 48429",42.89658,-84.00732
1066,Northwoods Community,https://www.mhvillage.com/parks/15409, Shiawassee ,97,N/A,1087,"2100 North Hintz Road, Owosso, MI, 48867",42.9963,-84.17578
1067,Woods and Fields Communities - East,https://www.mhvillage.com/parks/379, Shiawassee ,323,310,1088,"2450 Krouse Road, Owosso, MI, 48867",42.9963,-84.17578
1068,Pleasant Valley Trailer Court,https://www.mhvillage.com/parks/15867, Shiawassee ,N/A,N/A,1091,"1704 South M-52, Owosso, MI, 48867",42.9963,-84.17578
1069,Van's Mobile Home Park,https://www.mhvillage.com/parks/15407, Shiawassee ,N/A,N/A,1092,"9720 East Lansing Road, Durand, MI, 48429",42.89658,-84.00732
1070,Creekside Manor,https://www.mhvillage.com/parks/467, Tuscola ,140,350,1093,"1655 South Reese Road, Reese, MI, 48757",43.48647,-83.6802
1071,Huntsville Mobile Home Park,https://www.mhvillage.com/parks/15637, Tuscola ,60,255,1095,"6451 Main Street, Cass City, MI, 48726",43.6078,-83.21029
1072,Pebble Creek,https://www.mhvillage.com/parks/15643, Tuscola ,128,N/A,1096,"1145 Bradford, Reese, MI, 48757",43.48647,-83.6802
1073,Pine Crest Mobile Home Estates,https://www.mhvillage.com/parks/15641, Tuscola ,89,300,1097,"1771 Sunset Dr., Caro, MI, 48723",43.51691,-83.35852
1074,Riverview Park,https://www.mhvillage.com/parks/15640, Tuscola ,99,N/A,1098,"985 Norma Drive, Caro, MI, 48723",43.49228,-83.38507
1075,Sugar Tree Estates,https://www.mhvillage.com/parks/31096, Tuscola ,207,N/A,1099,"1347 Cambridge Lane, Caro, MI, 48723",43.50556,-83.38237
1076,Villageside Mobile Home Park,https://www.mhvillage.com/parks/15945, Tuscola ,16,N/A,1100,"2378 North Thomas Road, Fairgrove, MI, 48733",43.53879,-83.57378
1077,Wood Valley Mobile Home Park,https://www.mhvillage.com/parks/15890, Tuscola ,141,270,1101,"5651 Hasco Road, Millington, MI, 48746",43.27934,-83.55401
1078,Vassar Estates,https://www.mhvillage.com/parks/488, Tuscola ,10,N/A,1102,"5656 Freewald, Millington, MI, 48746",43.27934,-83.55401
1079,Depot Mobile Home Park,https://www.mhvillage.com/parks/16060, Van Buren ,100,280,1110,"Dunkley Avenue, South Haven, MI, 49090",42.41813,-86.22021
1080,Caro Mobile Estates,https://www.mhvillage.com/parks/15638, Tuscola ,N/A,N/A,1104,"165 - 3rd Street, Caro, MI, 48723",43.48033,-83.40468
1081,Ber-Wa-Ga-Na Campground,https://www.mhvillage.com/parks/73127, Tuscola ,N/A,N/A,1105,"2601 W Sanilac, Vassar, MI, 48768",43.36773,-83.56067
1082,Leo's Cabins Trailer Park,https://www.mhvillage.com/parks/490, Tuscola ,N/A,N/A,1106,"533 Goodrich Street, Vassar, MI, 48768",43.36773,-83.56067
1083,Walnut Trailer Park,https://www.mhvillage.com/parks/15642, Tuscola ,N/A,N/A,1107,"4118 South Seeger Street, Cass City, MI, 48726",43.6078,-83.21029
1084,Prospect Manor MHC,https://www.mhvillage.com/parks/15394, Van Buren ,52,365,1125,"1012 S.  Lagrave Street, Paw Paw, MI, 49079",42.20427,-85.87731
1085,Applewood Mobile Home Park,https://www.mhvillage.com/parks/31541, Van Buren ,30,330,1109,"53425 County Road 687, Hartford, MI, 49057",42.17197,-86.15671
1086,Lawrence Mobile Home Park,https://www.mhvillage.com/parks/15393, Van Buren ,60,N/A,1111,"175 Corwin Road, Lawrence, MI, 49064",42.21484,-86.06538
1087,Meadowbrook Village,https://www.mhvillage.com/parks/15886, Van Buren ,50,N/A,1112,"07120 - 68th Street, South Haven, MI, 49090",42.39284,-86.20709
1088,Mitchell Brothers Mobile Home Park East,https://www.mhvillage.com/parks/15392, Van Buren ,49,N/A,1113,"75641 16th Ave, South Haven, MI, 49090",42.41813,-86.22021
1089,Phelps Mobile Home Park,https://www.mhvillage.com/parks/15390, Van Buren ,35,N/A,1114,"56630 - 89th Avenue, Decatur, MI, 49045",42.09674,-86.09552
1090,The Ravines,https://www.mhvillage.com/parks/15743, Van Buren ,106,375,1115,"73100 County Road 388, South Haven, MI, 49090",42.41813,-86.22021
1091,The Village View,https://www.mhvillage.com/parks/59383, Van Buren ,71,300,1116,"Becky Blvd, Paw Paw, MI, 49079",42.22974,-85.90916
1092,Three Mile Lake Trailer Park,https://www.mhvillage.com/parks/15383, Van Buren ,48,450,1117,"63381 - 41st Street, Paw Paw, MI, 49079",42.18771,-85.95
1093,West Point Hills,https://www.mhvillage.com/parks/15322, Van Buren ,377,385,1118,"53914 25th Street, Mattawan, MI, 49071",42.24458,-85.77246
1094,Singing Sands RV Park,https://www.mhvillage.com/parks/104917, Van Buren ,150,N/A,1120,"262 74th St, South Haven, MI, 49090",42.43859,-86.26099
1095,Baseline Mobile Home Park,https://www.mhvillage.com/parks/15113, Van Buren ,75,N/A,1121,"M-40 North, Gobles, MI, 49055",42.36507,-85.85603
1096,Viking River Mobile Home Park,https://www.mhvillage.com/parks/15386, Van Buren ,25,N/A,1122,"63580 54th Avenue, Hartford, MI, 49057",42.22237,-86.16232
1097,Shady Brook Mobile Home Park,https://www.mhvillage.com/parks/15388, Van Buren ,20,N/A,1123,"43910 30th St, Paw Paw, MI, 49079",42.26014,-85.84485
1098,Deal Mobile Home Village,https://www.mhvillage.com/parks/15395, Van Buren ,58,N/A,1124,"24575 Pleasant Drive, Mattawan, MI, 49071",42.24458,-85.77246
1099,South Haven Manufactured Housing Community,https://www.mhvillage.com/parks/15387, Van Buren ,47,N/A,1126,"73561 Chambers Street, South Haven, MI, 49090",42.41813,-86.22021
1100,Frosty Acres,https://www.mhvillage.com/parks/15880, Van Buren ,75,N/A,1127,"Frosty Road, Lawton, MI, 49065",42.135,-85.84237
1101,East Point Hills,https://www.mhvillage.com/parks/16029, Van Buren ,N/A,N/A,1128,"28910 25th Street, Mattawan, MI, 49071",42.23536,-85.79491
1102,Wolf Lake Mobile Home Park,https://www.mhvillage.com/parks/15384, Van Buren ,41,N/A,1129,"24054 M-43 Route #1, Mattawan, MI, 49071",42.24458,-85.77246
1110,Augusta Woods,https://www.mhvillage.com/parks/29550, Washtenaw ,398,563,1130,"8330 N. Brookston Drive, Willis, MI, 48191",42.1696,-83.54464
1111,Orchard Grove,https://www.mhvillage.com/parks/391, Washtenaw ,290,N/A,1132,"2835 South Wagner Rd., Ann Arbor, MI, 48103",42.24536,-83.79625
1112,Royal Holiday,https://www.mhvillage.com/parks/15206, Wayne ,436,N/A,1180,"39500 West Warren Road, Lot 110, Canton, MI, 48187",42.33048,-83.74797
1113,Arbor Woods,https://www.mhvillage.com/parks/15943, Washtenaw ,458,N/A,1133,"1993 Arbor Woods Boulevard, Ypsilanti, MI, 48198",42.27038,-83.59978
1114,Scio Farms,https://www.mhvillage.com/parks/15562, Washtenaw ,913,N/A,1134,"6655 Jackson Road, Ann Arbor, MI, 48103",42.29152,-83.85969
1115,Lakeview ,https://www.mhvillage.com/parks/15304, Washtenaw ,392,410,1135,"9910 Geraldine Street, Ypsilanti, MI, 48197",42.19994,-83.56478
1116,Sylvan Crossing,https://www.mhvillage.com/parks/37563, Washtenaw ,138,485,1142,"23351 Redwood Drive, Chelsea, MI, 48118",42.29652,-84.04003
1117,Northfield Estates,https://www.mhvillage.com/parks/15705, Washtenaw ,648,495,1138,"158 Emerald Circle, Whitmore Lake, MI, 48189",42.42484,-83.77513
1118,Arbor Meadows,https://www.mhvillage.com/parks/15711, Washtenaw ,409,759,1143,"5229 West Michigan Avenue, Ypsilanti, MI, 48197",42.20175,-83.62191
1119,Saline Meadows,https://www.mhvillage.com/parks/15426, Washtenaw ,148,450,1139,"6564 East Michigan Avenue Lot 39, Saline, MI, 48176",42.19529,-83.72082
1120,Coachville MHC,https://www.mhvillage.com/parks/312, Washtenaw ,121,N/A,1148,"3423 Carpenter Road, Ypsilanti, MI, 48197",42.20175,-83.62191
1121,Hamburg Hills,https://www.mhvillage.com/parks/15417, Washtenaw ,152,420,1141,"7243 Sheldon Road, Whitmore Lake, MI, 48189",42.40808,-83.7945
1122,Coventry Woods,https://www.mhvillage.com/parks/15935, Washtenaw ,195,420,1144,"7243 Sheldon Road, Whitmore Lake, MI, 48189",42.40808,-83.7945
1123,Sunnyside Park,https://www.mhvillage.com/parks/15427, Washtenaw ,53,410,1145,"2740 Packard, Ann Arbor, MI, 48108",42.22341,-83.72918
1124,Swan Creek,https://www.mhvillage.com/parks/15931, Wayne ,304,N/A,1173,"23379 Island Drive, New Boston, MI, 48164",42.13347,-83.39271
1125,Timberlands,https://www.mhvillage.com/parks/30335, Washtenaw ,184,950,1147,"3375 East Michigan Avenue, Ypsilanti, MI, 48198",42.27038,-83.59978
1126,Manchester Manor,https://www.mhvillage.com/parks/15918, Washtenaw ,116,325,1149,"101 Hibbard Street, Manchester, MI, 48158",42.16163,-84.02147
1127,Saline Mobile Home Park,https://www.mhvillage.com/parks/15428, Washtenaw ,81,N/A,1150,"475 North Maple Road, Saline, MI, 48176",42.14439,-83.81735
1128,Village Estates,https://www.mhvillage.com/parks/15425, Washtenaw ,71,N/A,1151,"2580 Holmes Road, Ypsilanti, MI, 48198",42.27038,-83.59978
1129,Westridge Mobile Home Park,https://www.mhvillage.com/parks/15320, Washtenaw ,373,470,1152,"1515 Ridge Road, Ypsilanti, MI, 48198",42.27038,-83.59978
1130,Whittaker Oaks,https://www.mhvillage.com/parks/31950, Washtenaw ,228,425,1153,"11333 Whittaker Road, Whittaker, MI, 48190",42.13194,-83.59457
1137,College Park Estates,https://www.mhvillage.com/parks/15047, Wayne ,230,N/A,1155,"51074 Mott Road #243, Canton, MI, 48188",42.26249,-83.54209
1138,Sherwood Village,https://www.mhvillage.com/parks/274, Wayne ,385,N/A,1157,"41275 Old Michigan, Canton, MI, 48188",42.27872,-83.44458
1139,Deerfield Estates,https://www.mhvillage.com/parks/15712, Wayne ,822,425,1158,"26211 Telegraph Road, Flat Rock, MI, 48134",42.10896,-83.29846
1140,Metro Commons,https://www.mhvillage.com/parks/15194, Wayne ,227,439,1160,"28745 Van Born Rd., Romulus, MI, 48174",42.26574,-83.3214
1141,Northville Crossing,https://www.mhvillage.com/parks/15975, Wayne ,756,600,1161,"9800 Bloomsbury Circle, Northville, MI, 48167",42.43107,-83.60844
1142,West Village Estates,https://www.mhvillage.com/parks/15923, Wayne ,629,N/A,1163,"7040 Shawnee, Romulus, MI, 48174",42.20291,-83.34416
1143,Academy / West Point,https://www.mhvillage.com/parks/15209, Wayne ,441,N/A,1164,"41021 Old Michigan Ave, Canton, MI, 48188",42.27312,-83.44285
1144,Tela Valley Manufactured Home Community,https://www.mhvillage.com/parks/182, Wayne ,488,390,1179,"17707 Telegraph Road, Brownstown Township, MI, 48174",42.17717,-83.26191
1145,Holiday West,https://www.mhvillage.com/parks/15189, Wayne ,844,N/A,1165,"50333 Willis Road, Belleville, MI, 48111",42.17526,-83.47532
1147,Plymouth Hills,https://www.mhvillage.com/parks/214, Wayne ,632,450,1167,"14150 D Drive, Plymouth, MI, 48170",42.36352,-83.53664
1148,Crestwood Estates,https://www.mhvillage.com/parks/15181, Wayne ,196,350,1169,"26235 West Warren Avenue, Dearborn Heights, MI, 48127",42.33439,-83.27389
1150,Woodhaven Place,https://www.mhvillage.com/parks/15211, Wayne ,220,487,1171,"23501 Van Horn Road, Woodhaven, MI, 48183",42.12796,-83.21699
1151,American Presidential Estates,https://www.mhvillage.com/parks/515, Wayne ,503,N/A,1175,"6300 West Adams, Belleville, MI, 48111",42.17526,-83.47532
1152,Rawsonville Woods,https://www.mhvillage.com/parks/15057, Wayne ,536,488,1176,"10825 Rawsonville Road, Belleville, MI, 48111",42.13237,-83.54066
1155,North Huron Manufactured Housing Community,https://www.mhvillage.com/parks/15974, Wayne ,96,440,1178,"33151 Fort Road Site #6, Rockwood, MI, 48173",42.06536,-83.2496
1159,Capitol Hills,https://www.mhvillage.com/parks/514, Wayne ,503,460,1181,"6300 West Adams, Belleville, MI, 48111",42.17526,-83.47532
